user_id,item_id,score,rank
12349.0,22841,0.000113979719239789,1
12349.0,85123A,0.0,2
12349.0,22423,0.0,3
12349.0,47566,0.0,4
12349.0,85099B,0.0,5
12349.0,20725,0.0,6
12349.0,84879,0.0,7
12349.0,22720,0.0,8
12349.0,22383,0.0,9
12349.0,21212,0.0,10
12349.0,20727,0.0,11
12349.0,20728,0.0,12
12349.0,22384,0.0,13
12349.0,23298,0.0,14
12349.0,POST,0.0,15
12349.0,22457,0.0,16
12349.0,22382,0.0,17
12349.0,22960,0.0,18
12349.0,22961,0.0,19
12349.0,22469,0.0,20
12362.0,22423,1.0,1
12362.0,47566,1.0,2
12362.0,85099B,1.0,3
12362.0,20725,1.0,4
12362.0,22383,1.0,5
12362.0,20728,1.0,6
12362.0,POST,1.0,7
12362.0,22382,1.0,8
12362.0,23206,1.0,9
12362.0,20726,1.0,10
12362.0,23209,1.0,11
12362.0,22699,1.0,12
12362.0,22727,1.0,13
12362.0,20914,1.0,14
12362.0,22629,1.0,15
12362.0,22090,1.0,16
12362.0,22722,1.0,17
12362.0,22139,1.0,18
12362.0,22138,1.0,19
12362.0,22726,1.0,20
12364.0,47566,1.0,1
12364.0,21212,1.0,2
12364.0,23298,1.0,3
12364.0,POST,1.0,4
12364.0,21080,1.0,5
12364.0,22090,1.0,6
12364.0,21977,1.0,7
12364.0,84991,1.0,8
12364.0,21843,1.0,9
12364.0,21213,1.0,10
12364.0,21094,1.0,11
12364.0,23307,1.0,12
12364.0,21121,1.0,13
12364.0,21122,1.0,14
12364.0,22951,1.0,15
12364.0,21086,1.0,16
12364.0,21976,1.0,17
12364.0,22333,1.0,18
12364.0,21124,1.0,19
12364.0,23308,1.0,20
12367.0,22841,0.000113979719239789,1
12367.0,85123A,0.0,2
12367.0,22423,0.0,3
12367.0,47566,0.0,4
12367.0,85099B,0.0,5
12367.0,20725,0.0,6
12367.0,84879,0.0,7
12367.0,22720,0.0,8
12367.0,22383,0.0,9
12367.0,21212,0.0,10
12367.0,20727,0.0,11
12367.0,20728,0.0,12
12367.0,22384,0.0,13
12367.0,23298,0.0,14
12367.0,POST,0.0,15
12367.0,22457,0.0,16
12367.0,22382,0.0,17
12367.0,22960,0.0,18
12367.0,22961,0.0,19
12367.0,22469,0.0,20
12375.0,POST,1.0,1
12375.0,23203,1.0,2
12375.0,21929,1.0,3
12375.0,22355,1.0,4
12375.0,20719,1.0,5
12375.0,22356,1.0,6
12375.0,84997D,1.0,7
12375.0,20713,1.0,8
12375.0,23200,1.0,9
12375.0,20749,1.0,10
12375.0,84997C,1.0,11
12375.0,22841,0.000113979719239789,12
12375.0,85123A,0.0,13
12375.0,22423,0.0,14
12375.0,47566,0.0,15
12375.0,85099B,0.0,16
12375.0,20725,0.0,17
12375.0,84879,0.0,18
12375.0,22720,0.0,19
12375.0,22383,0.0,20
12398.0,22841,0.000113979719239789,1
12398.0,85123A,0.0,2
12398.0,22423,0.0,3
12398.0,47566,0.0,4
12398.0,85099B,0.0,5
12398.0,20725,0.0,6
12398.0,84879,0.0,7
12398.0,22720,0.0,8
12398.0,22383,0.0,9
12398.0,21212,0.0,10
12398.0,20727,0.0,11
12398.0,20728,0.0,12
12398.0,22384,0.0,13
12398.0,23298,0.0,14
12398.0,POST,0.0,15
12398.0,22457,0.0,16
12398.0,22382,0.0,17
12398.0,22960,0.0,18
12398.0,22961,0.0,19
12398.0,22469,0.0,20
12421.0,POST,1.0,1
12421.0,84991,1.0,2
12421.0,21232,1.0,3
12421.0,21733,1.0,4
12421.0,21932,1.0,5
12421.0,21933,1.0,6
12421.0,21314,1.0,7
12421.0,22983,1.0,8
12421.0,22646,1.0,9
12421.0,22088,1.0,10
12421.0,72741,1.0,11
12421.0,21519,1.0,12
12421.0,37446,1.0,13
12421.0,85206A,1.0,14
12421.0,22224,1.0,15
12421.0,47567B,1.0,16
12421.0,22066,1.0,17
12421.0,22026,1.0,18
12421.0,22841,0.000113979719239789,19
12421.0,85123A,0.0,20
12427.0,23298,1.0,1
12427.0,POST,1.0,2
12427.0,22077,1.0,3
12427.0,22149,1.0,4
12427.0,22367,1.0,5
12427.0,23240,1.0,6
12427.0,22898,1.0,7
12427.0,22634,1.0,8
12427.0,22301,1.0,9
12427.0,22636,1.0,10
12427.0,22972,1.0,11
12427.0,22975,1.0,12
12427.0,22300,1.0,13
12427.0,22976,1.0,14
12427.0,23080,1.0,15
12427.0,22973,1.0,16
12427.0,21328,1.0,17
12427.0,21329,1.0,18
12427.0,22841,0.0020706171228045667,19
12427.0,85123A,0.0,20
12429.0,22423,1.0,1
12429.0,47566,1.0,2
12429.0,84879,1.0,3
12429.0,21212,1.0,4
12429.0,POST,1.0,5
12429.0,22960,1.0,6
12429.0,22993,1.0,7
12429.0,23206,1.0,8
12429.0,23209,1.0,9
12429.0,22727,1.0,10
12429.0,21977,1.0,11
12429.0,22726,1.0,12
12429.0,22326,1.0,13
12429.0,23245,1.0,14
12429.0,22467,1.0,15
12429.0,22728,1.0,16
12429.0,22328,1.0,17
12429.0,22729,1.0,18
12429.0,22730,1.0,19
12429.0,82582,1.0,20
12431.0,22423,1.0,1
12431.0,85099B,1.0,2
12431.0,20725,1.0,3
12431.0,22383,1.0,4
12431.0,23298,1.0,5
12431.0,POST,1.0,6
12431.0,22382,1.0,7
12431.0,23206,1.0,8
12431.0,20726,1.0,9
12431.0,22699,1.0,10
12431.0,21080,1.0,11
12431.0,21931,1.0,12
12431.0,22727,1.0,13
12431.0,22411,1.0,14
12431.0,22697,1.0,15
12431.0,22629,1.0,16
12431.0,22090,1.0,17
12431.0,20724,1.0,18
12431.0,84978,1.0,19
12431.0,22138,1.0,20
12456.0,22423,1.0,1
