user_id,item_id,score,rank
12349.0,85123A,0.0,1
12349.0,22423,0.0,2
12349.0,47566,0.0,3
12349.0,85099B,0.0,4
12349.0,20725,0.0,5
12349.0,84879,0.0,6
12349.0,22720,0.0,7
12349.0,22383,0.0,8
12349.0,21212,0.0,9
12349.0,20727,0.0,10
12349.0,20728,0.0,11
12349.0,22384,0.0,12
12349.0,23298,0.0,13
12349.0,POST,0.0,14
12349.0,22457,0.0,15
12349.0,22382,0.0,16
12349.0,22960,0.0,17
12349.0,22961,0.0,18
12349.0,22469,0.0,19
12349.0,82482,0.0,20
12374.0,85123A,0.0,1
12374.0,22423,0.0,2
12374.0,47566,0.0,3
12374.0,85099B,0.0,4
12374.0,20725,0.0,5
12374.0,84879,0.0,6
12374.0,22720,0.0,7
12374.0,22383,0.0,8
12374.0,21212,0.0,9
12374.0,20727,0.0,10
12374.0,20728,0.0,11
12374.0,22384,0.0,12
12374.0,23298,0.0,13
12374.0,POST,0.0,14
12374.0,22457,0.0,15
12374.0,22382,0.0,16
12374.0,22960,0.0,17
12374.0,22961,0.0,18
12374.0,22469,0.0,19
12374.0,82482,0.0,20
12384.0,22423,1.0,1
12384.0,POST,1.0,2
12384.0,22326,1.0,3
12384.0,23245,1.0,4
12384.0,22328,1.0,5
12384.0,20750,1.0,6
12384.0,23173,1.0,7
12384.0,23108,1.0,8
12384.0,23295,1.0,9
12384.0,22628,1.0,10
12384.0,22377,1.0,11
12384.0,85123A,0.0,12
12384.0,47566,0.0,13
12384.0,85099B,0.0,14
12384.0,20725,0.0,15
12384.0,84879,0.0,16
12384.0,22720,0.0,17
12384.0,22383,0.0,18
12384.0,21212,0.0,19
12384.0,20727,0.0,20
12395.0,22423,1.0,1
12395.0,85099B,1.0,2
12395.0,21212,1.0,3
12395.0,POST,1.0,4
12395.0,22457,1.0,5
12395.0,22699,1.0,6
12395.0,22666,1.0,7
12395.0,22727,1.0,8
12395.0,22697,1.0,9
12395.0,22629,1.0,10
12395.0,20724,1.0,11
12395.0,21977,1.0,12
12395.0,22726,1.0,13
12395.0,22630,1.0,14
12395.0,22355,1.0,15
12395.0,22698,1.0,16
12395.0,20719,1.0,17
12395.0,22326,1.0,18
12395.0,21975,1.0,19
12395.0,84380,1.0,20
12398.0,85123A,0.0,1
12398.0,22423,0.0,2
12398.0,47566,0.0,3
12398.0,85099B,0.0,4
12398.0,20725,0.0,5
12398.0,84879,0.0,6
12398.0,22720,0.0,7
12398.0,22383,0.0,8
12398.0,21212,0.0,9
12398.0,20727,0.0,10
12398.0,20728,0.0,11
12398.0,22384,0.0,12
12398.0,23298,0.0,13
12398.0,POST,0.0,14
12398.0,22457,0.0,15
12398.0,22382,0.0,16
12398.0,22960,0.0,17
12398.0,22961,0.0,18
12398.0,22469,0.0,19
12398.0,82482,0.0,20
12407.0,21212,1.0,1
12407.0,POST,1.0,2
12407.0,21977,1.0,3
12407.0,22138,1.0,4
12407.0,21975,1.0,5
12407.0,23245,1.0,6
12407.0,21843,1.0,7
12407.0,22417,1.0,8
12407.0,22617,1.0,9
12407.0,47591D,1.0,10
12407.0,22851,1.0,11
12407.0,22951,1.0,12
12407.0,84596B,1.0,13
12407.0,22027,1.0,14
12407.0,22646,1.0,15
12407.0,21976,1.0,16
12407.0,84596F,1.0,17
12407.0,48185,1.0,18
12407.0,84987,1.0,19
12407.0,47559B,1.0,20
12427.0,23298,1.0,1
12427.0,POST,1.0,2
12427.0,22077,1.0,3
12427.0,22149,1.0,4
12427.0,22367,1.0,5
12427.0,23240,1.0,6
12427.0,22898,1.0,7
12427.0,22634,1.0,8
12427.0,22301,1.0,9
12427.0,22636,1.0,10
12427.0,22972,1.0,11
12427.0,22975,1.0,12
12427.0,22300,1.0,13
12427.0,22976,1.0,14
12427.0,23080,1.0,15
12427.0,22973,1.0,16
